areaCode,areaName,areaType,date,capacityPillarFour,capacityPillarOneTwo,capacityPillarThree,covidOccupiedMVBeds,hospitalCases
K02000001,United Kingdom,overview,2020-06-10,2000,187704,40000,439,5475
K02000001,United Kingdom,overview,2020-06-09,2000,187704,40000,491,5736
K02000001,United Kingdom,overview,2020-06-08,1000,184742,40000,509,5931
K02000001,United Kingdom,overview,2020-06-07,1000,186455,40000,515,5944
K02000001,United Kingdom,overview,2020-06-06,1000,186549,40000,540,6149
K02000001,United Kingdom,overview,2020-06-05,1000,188912,40000,554,6379
K02000001,United Kingdom,overview,2020-06-04,1000,179536,40000,571,6580
K02000001,United Kingdom,overview,2020-06-03,1000,179307,40000,602,6815
K02000001,United Kingdom,overview,2020-06-02,1000,179307,40000,636,7087
K02000001,United Kingdom,overview,2020-06-01,1000,179213,40000,652,7248
K02000001,United Kingdom,overview,2020-05-31,1000,166540,40000,679,7238
K02000001,United Kingdom,overview,2020-05-30,1000,164634,40000,704,7268
K02000001,United Kingdom,overview,2020-05-29,1000,165443,40000,719,7586
K02000001,United Kingdom,overview,2020-05-28,1000,163255,,751,7907
K02000001,United Kingdom,overview,2020-05-27,1000,161164,,783,8220
K02000001,United Kingdom,overview,2020-05-26,1050,160164,,847,8732
K02000001,United Kingdom,overview,2020-05-25,11050,143070,,863,8836
K02000001,United Kingdom,overview,2020-05-24,11050,128853,,886,8814
K02000001,United Kingdom,overview,2020-05-23,11050,123691,,928,8814
K02000001,United Kingdom,overview,2020-05-22,11050,125421,,964,9184
K02000001,United Kingdom,overview,2020-05-21,11050,127612,,1008,9293
K02000001,United Kingdom,overview,2020-05-20,11100,124855,,1034,9563
K02000001,United Kingdom,overview,2020-05-19,11100,118867,,1106,10013
K02000001,United Kingdom,overview,2020-05-18,11100,116867,,1141,10231
K02000001,United Kingdom,overview,2020-05-17,11000,118822,,1196,10199
K02000001,United Kingdom,overview,2020-05-16,1000,117822,,1234,10238
K02000001,United Kingdom,overview,2020-05-15,1000,128203,,1337,10691
K02000001,United Kingdom,overview,2020-05-14,1000,127498,,1314,10921
K02000001,United Kingdom,overview,2020-05-13,1000,125400,,1342,11342
K02000001,United Kingdom,overview,2020-05-12,1000,116982,,1414,11591
K02000001,United Kingdom,overview,2020-05-11,1000,109670,,1485,11967
K02000001,United Kingdom,overview,2020-05-10,1000,107356,,1538,11727
K02000001,United Kingdom,overview,2020-05-09,1000,95106,,1585,12015
K02000001,United Kingdom,overview,2020-05-08,1000,89170,,1642,12053
K02000001,United Kingdom,overview,2020-05-07,1000,101321,,1685,12626
K02000001,United Kingdom,overview,2020-05-06,1000,99921,,1802,13148
K02000001,United Kingdom,overview,2020-05-05,1000,99454,,1874,13723
K02000001,United Kingdom,overview,2020-05-04,1000,93248,,1936,14097
K02000001,United Kingdom,overview,2020-05-03,1000,107108,,2009,14188
K02000001,United Kingdom,overview,2020-05-02,1000,107024,,2068,14380
K02000001,United Kingdom,overview,2020-05-01,1000,120979,,2178,14723
K02000001,United Kingdom,overview,2020-04-30,700,121715,,2224,15164
K02000001,United Kingdom,overview,2020-04-29,700,85865,,2286,15521
K02000001,United Kingdom,overview,2020-04-28,700,76665,,2353,15877
K02000001,United Kingdom,overview,2020-04-27,700,72700,,2460,16662
K02000001,United Kingdom,overview,2020-04-26,500,51762,,2580,16555
K02000001,United Kingdom,overview,2020-04-25,500,53392,,2702,16604
K02000001,United Kingdom,overview,2020-04-24,500,49362,,2703,17063
K02000001,United Kingdom,overview,2020-04-23,500,53367,,2867,17867
K02000001,United Kingdom,overview,2020-04-22,500,50621,,2964,18533
K02000001,United Kingdom,overview,2020-04-21,500,47773,,3036,19139
K02000001,United Kingdom,overview,2020-04-20,500,40898,,3130,19331
K02000001,United Kingdom,overview,2020-04-19,500,39898,,3176,19574
K02000001,United Kingdom,overview,2020-04-18,500,35898,,3247,19456
K02000001,United Kingdom,overview,2020-04-17,500,34308,,3162,19330
K02000001,United Kingdom,overview,2020-04-16,500,38608,,3222,20389
K02000001,United Kingdom,overview,2020-04-15,500,38266,,3228,20582
K02000001,United Kingdom,overview,2020-04-14,500,35071,,3234,21281
K02000001,United Kingdom,overview,2020-04-13,500,32671,,3277,21308
K02000001,United Kingdom,overview,2020-04-12,500,27447,,3301,21687
K02000001,United Kingdom,overview,2020-04-11,500,27447,,3274,21254
K02000001,United Kingdom,overview,2020-04-10,500,26057,,3228,21280
K02000001,United Kingdom,overview,2020-04-09,500,26557,,2963,21005
K02000001,United Kingdom,overview,2020-04-08,,24469,,2967,20740
K02000001,United Kingdom,overview,2020-04-07,,18149,,2864,20234
K02000001,United Kingdom,overview,2020-04-06,,18049,,2644,19493
K02000001,United Kingdom,overview,2020-04-05,,15699,,2469,18855
K02000001,United Kingdom,overview,2020-04-04,,15699,,2309,17502
K02000001,United Kingdom,overview,2020-04-03,,15499,,2120,15546
K02000001,United Kingdom,overview,2020-04-02,,15499,,1813,13875
K02000001,United Kingdom,overview,2020-04-01,,15499,,,13637
K02000001,United Kingdom,overview,2020-03-31,,15499,,,12597
K02000001,United Kingdom,overview,2020-03-30,,12799,,,11093
K02000001,United Kingdom,overview,2020-03-29,,12799,,,9525
K02000001,United Kingdom,overview,2020-03-28,,10949,,,8278
K02000001,United Kingdom,overview,2020-03-27,,10949,,,7267
K02000001,United Kingdom,overview,2020-03-26,,10949,,,
K02000001,United Kingdom,overview,2020-03-25,,10949,,,
K02000001,United Kingdom,overview,2020-03-24,,10949,,,
K02000001,United Kingdom,overview,2020-03-23,,10949,,,
K02000001,United Kingdom,overview,2020-03-22,,10949,,,
K02000001,United Kingdom,overview,2020-03-21,,6127,,,
K02000001,United Kingdom,overview,2020-03-20,,6127,,,
