areaCode,areaName,areaType,date,newAdmissions,newPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate,newVirusTests,plannedCapacityByPublishDate
K02000001,United Kingdom,overview,2020-10-10,724,,,279606,429730
K02000001,United Kingdom,overview,2020-10-09,708,,,296559,428091
K02000001,United Kingdom,overview,2020-10-08,714,,,285015,434944
K02000001,United Kingdom,overview,2020-10-07,694,,,254579,428735
K02000001,United Kingdom,overview,2020-10-06,725,,,261336,427273
K02000001,United Kingdom,overview,2020-10-05,630,,,273100,434902
K02000001,United Kingdom,overview,2020-10-04,633,,,250348,423250
K02000001,United Kingdom,overview,2020-10-03,533,,,286802,425668
K02000001,United Kingdom,overview,2020-10-02,529,,,269820,426980
K02000001,United Kingdom,overview,2020-10-01,529,,,264979,431388
K02000001,United Kingdom,overview,2020-09-30,452,,,255915,444525
K02000001,United Kingdom,overview,2020-09-29,442,,,232212,417912
K02000001,United Kingdom,overview,2020-09-28,445,,,227038,424884
K02000001,United Kingdom,overview,2020-09-27,343,,,263526,411499
K02000001,United Kingdom,overview,2020-09-26,351,,,255488,402176
K02000001,United Kingdom,overview,2020-09-25,382,,,288701,405687
K02000001,United Kingdom,overview,2020-09-24,425,,,262109,402755
K02000001,United Kingdom,overview,2020-09-23,424,,,259221,398334
K02000001,United Kingdom,overview,2020-09-22,352,,,234815,388222
K02000001,United Kingdom,overview,2020-09-21,373,,,206782,391221
K02000001,United Kingdom,overview,2020-09-20,289,,,234786,378477
K02000001,United Kingdom,overview,2020-09-19,261,,,250954,376670
K02000001,United Kingdom,overview,2020-09-18,263,,,266308,377049
K02000001,United Kingdom,overview,2020-09-17,265,,,240202,374621
K02000001,United Kingdom,overview,2020-09-16,285,,,242273,374011
K02000001,United Kingdom,overview,2020-09-15,271,,,236827,364011
K02000001,United Kingdom,overview,2020-09-14,258,,,216526,373917
K02000001,United Kingdom,overview,2020-09-13,226,,,225380,353021
K02000001,United Kingdom,overview,2020-09-12,218,,,228748,353115
K02000001,United Kingdom,overview,2020-09-11,232,,,241650,356057
K02000001,United Kingdom,overview,2020-09-10,219,,,233125,356917
K02000001,United Kingdom,overview,2020-09-09,203,,,220626,374917
K02000001,United Kingdom,overview,2020-09-08,187,,,202809,364917
K02000001,United Kingdom,overview,2020-09-07,147,,,201965,369863
K02000001,United Kingdom,overview,2020-09-06,139,,,192892,357873
K02000001,United Kingdom,overview,2020-09-05,131,,,189054,352967
K02000001,United Kingdom,overview,2020-09-04,155,,,202893,352249
K02000001,United Kingdom,overview,2020-09-03,146,,,198603,354937
K02000001,United Kingdom,overview,2020-09-02,147,,,196734,372437
K02000001,United Kingdom,overview,2020-09-01,135,,,171339,369937
K02000001,United Kingdom,overview,2020-08-31,90,,,180368,370322
K02000001,United Kingdom,overview,2020-08-30,77,,,181038,348868
K02000001,United Kingdom,overview,2020-08-29,110,,,180033,349002
K02000001,United Kingdom,overview,2020-08-28,137,,,188974,352134
K02000001,United Kingdom,overview,2020-08-27,153,,,194522,354659
K02000001,United Kingdom,overview,2020-08-26,133,,,206143,354659
K02000001,United Kingdom,overview,2020-08-25,122,,,179602,349159
K02000001,United Kingdom,overview,2020-08-24,93,,,147940,349065
K02000001,United Kingdom,overview,2020-08-23,74,,,165455,330893
K02000001,United Kingdom,overview,2020-08-22,73,,,177279,320987
K02000001,United Kingdom,overview,2020-08-21,109,,,181878,331165
K02000001,United Kingdom,overview,2020-08-20,98,,,174250,333679
K02000001,United Kingdom,overview,2020-08-19,117,,,181358,331679
K02000001,United Kingdom,overview,2020-08-18,131,,,157194,324502
K02000001,United Kingdom,overview,2020-08-17,98,,,146264,324408
K02000001,United Kingdom,overview,2020-08-16,80,,,168144,326086
K02000001,United Kingdom,overview,2020-08-15,99,,,180197,324327
K02000001,United Kingdom,overview,2020-08-14,103,,,170441,326042
K02000001,United Kingdom,overview,2020-08-13,130,,,163470,330646
K02000001,United Kingdom,overview,2020-08-12,101,,,176489,333646
K02000001,United Kingdom,overview,2020-08-11,115,,,157558,331146
K02000001,United Kingdom,overview,2020-08-10,88,,,152498,337052
K02000001,United Kingdom,overview,2020-08-09,107,,,162990,337089
K02000001,United Kingdom,overview,2020-08-08,141,,,160651,335327
K02000001,United Kingdom,overview,2020-08-07,116,,,173213,338042
K02000001,United Kingdom,overview,2020-08-06,102,,,174833,343231
K02000001,United Kingdom,overview,2020-08-05,141,,,161111,341231
K02000001,United Kingdom,overview,2020-08-04,129,,,150265,338731
K02000001,United Kingdom,overview,2020-08-03,110,,,144999,338597
K02000001,United Kingdom,overview,2020-08-02,95,,,145568,338413
K02000001,United Kingdom,overview,2020-08-01,127,,,146011,336312
K02000001,United Kingdom,overview,2020-07-31,115,,,164748,345157
K02000001,United Kingdom,overview,2020-07-30,134,,,170027,344403
K02000001,United Kingdom,overview,2020-07-29,133,,,157439,344403
K02000001,United Kingdom,overview,2020-07-28,119,,,147818,341903
K02000001,United Kingdom,overview,2020-07-27,131,,,89565,339809
K02000001,United Kingdom,overview,2020-07-26,109,,,111801,338585
K02000001,United Kingdom,overview,2020-07-25,119,,,139062,336802
K02000001,United Kingdom,overview,2020-07-24,158,,,147292,330647
K02000001,United Kingdom,overview,2020-07-23,200,,,141117,330026
K02000001,United Kingdom,overview,2020-07-22,158,,,137234,330026
K02000001,United Kingdom,overview,2020-07-21,127,,,132626,327526
K02000001,United Kingdom,overview,2020-07-20,131,,,92518,327432
K02000001,United Kingdom,overview,2020-07-19,126,,,114222,318829
K02000001,United Kingdom,overview,2020-07-18,105,,,135779,317451
K02000001,United Kingdom,overview,2020-07-17,144,,,164440,319706
K02000001,United Kingdom,overview,2020-07-16,167,,,150975,326877
K02000001,United Kingdom,overview,2020-07-15,166,,,137828,349870
K02000001,United Kingdom,overview,2020-07-14,187,,,118186,345870
K02000001,United Kingdom,overview,2020-07-13,189,,,85880,339755
K02000001,United Kingdom,overview,2020-07-12,114,,,94700,337626
K02000001,United Kingdom,overview,2020-07-11,177,,,126549,336521
K02000001,United Kingdom,overview,2020-07-10,175,,,134030,348654
K02000001,United Kingdom,overview,2020-07-09,215,,,137861,355703
K02000001,United Kingdom,overview,2020-07-08,208,,,127389,350703
K02000001,United Kingdom,overview,2020-07-07,215,,,106977,351203
K02000001,United Kingdom,overview,2020-07-06,205,,,77469,349109
K02000001,United Kingdom,overview,2020-07-05,196,,,92774,311113
K02000001,United Kingdom,overview,2020-07-04,203,,,114274,309521
K02000001,United Kingdom,overview,2020-07-03,214,,,139218,311654
K02000001,United Kingdom,overview,2020-07-02,217,,,136186,316515
K02000001,United Kingdom,overview,2020-07-01,269,,,123348,315939
K02000001,United Kingdom,overview,2020-06-30,296,,,112164,313439
K02000001,United Kingdom,overview,2020-06-29,221,,,75662,317155
K02000001,United Kingdom,overview,2020-06-28,209,,,83157,294258
K02000001,United Kingdom,overview,2020-06-27,287,,,100631,290446
K02000001,United Kingdom,overview,2020-06-26,339,,,105971,293149
K02000001,United Kingdom,overview,2020-06-25,325,,,108124,292961
K02000001,United Kingdom,overview,2020-06-24,369,,,91135,294903
K02000001,United Kingdom,overview,2020-06-23,363,,,73646,294919
K02000001,United Kingdom,overview,2020-06-22,395,,,63026,294442
K02000001,United Kingdom,overview,2020-06-21,288,,,60484,282498
K02000001,United Kingdom,overview,2020-06-20,257,,,83467,282592
K02000001,United Kingdom,overview,2020-06-19,336,,,90547,280636
K02000001,United Kingdom,overview,2020-06-18,405,,,89613,280029
K02000001,United Kingdom,overview,2020-06-17,432,,,86438,280029
K02000001,United Kingdom,overview,2020-06-16,456,,,80862,280029
K02000001,United Kingdom,overview,2020-06-15,440,,,71402,283747
K02000001,United Kingdom,overview,2020-06-14,364,,,69529,241540
K02000001,United Kingdom,overview,2020-06-13,387,,,98974,241634
K02000001,United Kingdom,overview,2020-06-12,394,,,98899,229654
K02000001,United Kingdom,overview,2020-06-11,446,,,101778,230124
K02000001,United Kingdom,overview,2020-06-10,512,,,101033,229704
K02000001,United Kingdom,overview,2020-06-09,494,,,93959,229704
K02000001,United Kingdom,overview,2020-06-08,412,,,69999,225742
K02000001,United Kingdom,overview,2020-06-07,407,,,86926,227455
K02000001,United Kingdom,overview,2020-06-06,407,,,93154,227549
K02000001,United Kingdom,overview,2020-06-05,475,,,101961,229912
K02000001,United Kingdom,overview,2020-06-04,566,,,99484,220536
K02000001,United Kingdom,overview,2020-06-03,634,,,101885,220307
K02000001,United Kingdom,overview,2020-06-02,668,,,92299,220307
K02000001,United Kingdom,overview,2020-06-01,604,,,70648,220213
K02000001,United Kingdom,overview,2020-05-31,529,,,82243,207540
K02000001,United Kingdom,overview,2020-05-30,568,,,96995,205634
K02000001,United Kingdom,overview,2020-05-29,615,,,105459,206443
K02000001,United Kingdom,overview,2020-05-28,703,,,101753,164255
K02000001,United Kingdom,overview,2020-05-27,712,,,82670,162164
K02000001,United Kingdom,overview,2020-05-26,698,,,77745,161214
K02000001,United Kingdom,overview,2020-05-25,603,,,78385,154120
K02000001,United Kingdom,overview,2020-05-24,587,,,59464,139903
K02000001,United Kingdom,overview,2020-05-23,643,,,91841,134741
K02000001,United Kingdom,overview,2020-05-22,740,,,91196,136471
K02000001,United Kingdom,overview,2020-05-21,841,,,105655,138662
K02000001,United Kingdom,overview,2020-05-20,851,,,86634,135955
K02000001,United Kingdom,overview,2020-05-19,881,,,86041,129967
K02000001,United Kingdom,overview,2020-05-18,850,,,70074,127967
K02000001,United Kingdom,overview,2020-05-17,793,,,81278,129822
K02000001,United Kingdom,overview,2020-05-16,813,,,91360,118822
K02000001,United Kingdom,overview,2020-05-15,871,,,91342,129203
K02000001,United Kingdom,overview,2020-05-14,909,,,84693,128498
K02000001,United Kingdom,overview,2020-05-13,966,,,83182,126400
K02000001,United Kingdom,overview,2020-05-12,983,,,74593,117982
K02000001,United Kingdom,overview,2020-05-11,1029,,,70332,110670
K02000001,United Kingdom,overview,2020-05-10,916,,,76507,108356
K02000001,United Kingdom,overview,2020-05-09,944,,,77152,96106
K02000001,United Kingdom,overview,2020-05-08,910,,,76963,90170
K02000001,United Kingdom,overview,2020-05-07,1166,,,77466,102321
K02000001,United Kingdom,overview,2020-05-06,1206,,,74455,100921
K02000001,United Kingdom,overview,2020-05-05,1146,,,66919,100454
K02000001,United Kingdom,overview,2020-05-04,1249,,,72630,94248
K02000001,United Kingdom,overview,2020-05-03,1188,,,68203,108108
K02000001,United Kingdom,overview,2020-05-02,1181,,,63559,108024
K02000001,United Kingdom,overview,2020-05-01,1263,,,74142,121979
K02000001,United Kingdom,overview,2020-04-30,1442,,,83143,122415
K02000001,United Kingdom,overview,2020-04-29,1488,,,65643,86565
K02000001,United Kingdom,overview,2020-04-28,1518,,,45263,77365
K02000001,United Kingdom,overview,2020-04-27,1538,,,31453,73400
K02000001,United Kingdom,overview,2020-04-26,1355,,,31610,52262
K02000001,United Kingdom,overview,2020-04-25,1253,,,29058,53892
K02000001,United Kingdom,overview,2020-04-24,1525,,,28225,49862
K02000001,United Kingdom,overview,2020-04-23,1514,,,28024,53867
K02000001,United Kingdom,overview,2020-04-22,1529,,,23073,51121
K02000001,United Kingdom,overview,2020-04-21,1712,,,22763,48273
K02000001,United Kingdom,overview,2020-04-20,1734,,,,41398
K02000001,United Kingdom,overview,2020-04-19,1657,,,,40398
K02000001,United Kingdom,overview,2020-04-18,1629,,,,36398
K02000001,United Kingdom,overview,2020-04-17,1967,,,,34808
K02000001,United Kingdom,overview,2020-04-16,2011,,,,39108
K02000001,United Kingdom,overview,2020-04-15,1880,,,,38766
K02000001,United Kingdom,overview,2020-04-14,2088,,,,35571
K02000001,United Kingdom,overview,2020-04-13,2163,,,,33171
K02000001,United Kingdom,overview,2020-04-12,2066,,,,27947
K02000001,United Kingdom,overview,2020-04-11,2163,,,,27947
K02000001,United Kingdom,overview,2020-04-10,2463,,,,26557
K02000001,United Kingdom,overview,2020-04-09,2629,,,,27057
K02000001,United Kingdom,overview,2020-04-08,2967,,,,24469
K02000001,United Kingdom,overview,2020-04-07,3150,,,,18149
K02000001,United Kingdom,overview,2020-04-06,3046,,,,18049
K02000001,United Kingdom,overview,2020-04-05,2916,,,,15699
K02000001,United Kingdom,overview,2020-04-04,2922,,,,15699
K02000001,United Kingdom,overview,2020-04-03,2930,,,,15499
K02000001,United Kingdom,overview,2020-04-02,3286,,,,15499
K02000001,United Kingdom,overview,2020-04-01,3567,,,,15499
K02000001,United Kingdom,overview,2020-03-31,2832,,,,15499
K02000001,United Kingdom,overview,2020-03-30,3192,,,,12799
K02000001,United Kingdom,overview,2020-03-29,2489,,,,12799
K02000001,United Kingdom,overview,2020-03-28,2192,,,,10949
K02000001,United Kingdom,overview,2020-03-27,2229,,,,10949
K02000001,United Kingdom,overview,2020-03-26,1930,,,,10949
K02000001,United Kingdom,overview,2020-03-25,2085,,,,10949
K02000001,United Kingdom,overview,2020-03-24,1718,,,,10949
K02000001,United Kingdom,overview,2020-03-23,1274,,,,10949
K02000001,United Kingdom,overview,2020-03-22,,,,,10949
K02000001,United Kingdom,overview,2020-03-21,,,,,6127
K02000001,United Kingdom,overview,2020-03-20,,,,,6127
