areaCodenewPeopleVaccinatedFirstDoseByPublishDate,areaName,areaType,date,capacityPillarFour,capacityPillarOneTwo,capacityPillarThree,covidOccupiedMVBeds,hospitalCases,newAdmissions,newPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate,newVirusTests,plannedCapacityByPublishDate
K02000001,United Kingdom,overview,2020-12-08,1100,555960,120000,1249,15960,1784,,,294966,680786
K02000001,United Kingdom,overview,2020-12-07,1373,561836,120000,1247,15688,1663,,,215981,682816
K02000001,United Kingdom,overview,2020-12-06,4543,560589,120000,1274,15727,1471,,,272787,677060
K02000001,United Kingdom,overview,2020-12-05,5240,578098,120000,1261,15658,1378,,,354799,683209
K02000001,United Kingdom,overview,2020-12-04,5262,578287,120000,1315,15977,1432,,,380886,685132
K02000001,United Kingdom,overview,2020-12-03,5923,578137,120000,1351,16312,1502,,,389476,703338
K02000001,United Kingdom,overview,2020-12-02,7080,568415,120000,1357,16565,1486,,,352990,703549
K02000001,United Kingdom,overview,2020-12-01,1100,541159,120000,1387,16313,1493,,,312003,704060
K02000001,United Kingdom,overview,2020-11-30,1100,536262,120000,1378,15985,1406,,,214835,695495
K02000001,United Kingdom,overview,2020-11-29,1100,534326,120000,1417,16571,1389,,,219899,662259
K02000001,United Kingdom,overview,2020-11-28,1100,533800,120000,1456,16762,1221,,,311126,657362
K02000001,United Kingdom,overview,2020-11-27,1100,534125,120000,1480,17132,1280,,,333917,655426
K02000001,United Kingdom,overview,2020-11-26,1100,528125,120000,1489,17424,1426,,,383521,654900
K02000001,United Kingdom,overview,2020-11-25,1100,525856,120000,1487,17680,1614,,,356026,655225
K02000001,United Kingdom,overview,2020-11-24,1100,535906,120000,1454,17264,1499,,,311763,649225
K02000001,United Kingdom,overview,2020-11-23,1100,538088,120000,1447,17063,1588,,,212533,646956
K02000001,United Kingdom,overview,2020-11-22,1100,537326,120000,1422,17184,1492,,,279041,657006
K02000001,United Kingdom,overview,2020-11-21,1100,537771,120000,1426,17459,1461,,,369040,659188
K02000001,United Kingdom,overview,2020-11-20,1100,536471,120000,1430,17486,1553,,,391667,658426
K02000001,United Kingdom,overview,2020-11-19,1100,529691,120000,1420,17439,1687,,,395436,658871
K02000001,United Kingdom,overview,2020-11-18,1100,519417,120000,1391,17313,1786,,,364490,657571
K02000001,United Kingdom,overview,2020-11-17,1100,504595,120000,1397,16864,1719,,,283358,650791
K02000001,United Kingdom,overview,2020-11-16,1100,514418,120000,1365,16299,1771,,,234189,640517
K02000001,United Kingdom,overview,2020-11-15,1100,520135,120000,1355,16236,1675,,,283866,625695
K02000001,United Kingdom,overview,2020-11-14,1100,519951,120000,1275,15879,1616,,,343784,635518
K02000001,United Kingdom,overview,2020-11-13,1100,518957,120000,1268,15666,1651,,,382110,641235
K02000001,United Kingdom,overview,2020-11-12,1100,511451,120000,1219,14964,1916,,,379955,641051
K02000001,United Kingdom,overview,2020-11-11,1100,504491,120000,1271,15141,1972,,,377608,640057
K02000001,United Kingdom,overview,2020-11-10,1100,517957,120000,1232,14546,1856,,,304843,632551
K02000001,United Kingdom,overview,2020-11-09,1100,527761,120000,1207,14314,1768,,,243245,625591
K02000001,United Kingdom,overview,2020-11-08,1100,530046,120000,1187,13958,1692,,,283397,639057
K02000001,United Kingdom,overview,2020-11-07,1944,529268,120000,1183,13796,1560,,,329430,648861
K02000001,United Kingdom,overview,2020-11-06,5877,523468,120000,1193,13817,1418,,,355032,651146
K02000001,United Kingdom,overview,2020-11-05,3599,523868,120000,1144,13749,1591,,,344159,651212
K02000001,United Kingdom,overview,2020-11-04,8782,513334,120000,1075,13105,1688,,,301288,649345
K02000001,United Kingdom,overview,2020-11-03,11863,509007,120000,979,12230,1527,,,265136,647467
K02000001,United Kingdom,overview,2020-11-02,7093,519289,120000,1003,12310,1574,,,207831,642116
K02000001,United Kingdom,overview,2020-11-01,6949,472592,120000,979,11788,1498,,,270473,640870
K02000001,United Kingdom,overview,2020-10-31,13082,468979,120000,974,11583,1462,,,292573,646382
K02000001,United Kingdom,overview,2020-10-30,9543,459069,120000,957,11434,1386,,,305207,599541
K02000001,United Kingdom,overview,2020-10-29,7167,433474,120000,903,10938,1592,,,347632,602061
K02000001,United Kingdom,overview,2020-10-28,19511,427312,120000,853,10108,1494,,,308810,588612
K02000001,United Kingdom,overview,2020-10-27,14932,364164,120000,828,9786,1499,,,280997,560641
K02000001,United Kingdom,overview,2020-10-26,14193,361246,120000,788,9262,1541,,,261861,566823
K02000001,United Kingdom,overview,2020-10-25,13580,356668,120000,744,8886,1425,,,321114,499096
K02000001,United Kingdom,overview,2020-10-24,14999,347674,120000,708,8311,1262,,,317896,495439
K02000001,United Kingdom,overview,2020-10-23,14041,367108,120000,712,8132,1299,,,346682,490248
K02000001,United Kingdom,overview,2020-10-22,10059,364574,120000,698,7852,1284,,,340137,482673
K02000001,United Kingdom,overview,2020-10-21,4001,359220,120000,658,7334,1264,,,310331,501149
K02000001,United Kingdom,overview,2020-10-20,1100,330370,120000,630,6829,1194,,,279996,494633
K02000001,United Kingdom,overview,2020-10-19,1100,327668,120000,614,6545,1108,,,260338,483221
K02000001,United Kingdom,overview,2020-10-18,1100,328461,120000,592,6296,1091,,,306893,451470
K02000001,United Kingdom,overview,2020-10-17,1100,323006,120000,581,5933,1032,,,308416,448768
K02000001,United Kingdom,overview,2020-10-16,1100,345135,120000,563,5598,925,,,312178,449561
K02000001,United Kingdom,overview,2020-10-15,1100,344426,120000,516,5293,1047,,,304315,444106
K02000001,United Kingdom,overview,2020-10-14,1100,344159,120000,507,4959,989,,,295690,466235
K02000001,United Kingdom,overview,2020-10-13,1100,309921,120000,477,4670,1031,,,264713,465526
K02000001,United Kingdom,overview,2020-10-12,1100,308630,120000,469,4358,889,,,219074,465259
K02000001,United Kingdom,overview,2020-10-11,1461,306630,120000,440,4170,824,,,258955,431021
K02000001,United Kingdom,overview,2020-10-10,1545,313399,120000,436,4085,724,,,279606,429730
K02000001,United Kingdom,overview,2020-10-09,5571,303164,120000,442,3893,708,,,296559,428091
K02000001,United Kingdom,overview,2020-10-08,4203,303070,120000,410,3642,714,,,285015,434944
K02000001,United Kingdom,overview,2020-10-07,12315,302587,120000,393,3370,694,,,254579,428735
K02000001,United Kingdom,overview,2020-10-06,4703,298547,120000,369,3056,725,,,261336,427273
K02000001,United Kingdom,overview,2020-10-05,10171,295497,120000,369,2867,630,,,273100,434902
K02000001,United Kingdom,overview,2020-10-04,9831,297149,120000,369,2723,633,,,250348,423250
K02000001,United Kingdom,overview,2020-10-03,14689,296699,120000,341,2592,533,,,286802,425668
K02000001,United Kingdom,overview,2020-10-02,13532,310993,120000,333,2530,529,,,269820,426980
K02000001,United Kingdom,overview,2020-10-01,9013,288899,120000,314,2420,529,,,264979,431388
K02000001,United Kingdom,overview,2020-09-30,17194,287690,120000,297,2399,452,,,255915,444525
K02000001,United Kingdom,overview,2020-09-29,22684,268815,120000,276,2188,442,,,232212,417912
K02000001,United Kingdom,overview,2020-09-28,12079,270097,120000,261,2033,445,,,227038,424884
K02000001,United Kingdom,overview,2020-09-27,14766,270921,120000,262,2020,343,,,263526,411499
K02000001,United Kingdom,overview,2020-09-26,11790,270965,120000,243,1846,351,,,255488,402176
K02000001,United Kingdom,overview,2020-09-25,14363,263971,120000,228,1730,382,,,288701,405687
K02000001,United Kingdom,overview,2020-09-24,9345,258877,120000,211,1636,425,,,262109,402755
K02000001,United Kingdom,overview,2020-09-23,7532,263689,120000,181,1558,424,,,259221,398334
K02000001,United Kingdom,overview,2020-09-22,1100,257377,120000,165,1398,352,,,234815,388222
K02000001,United Kingdom,overview,2020-09-21,1100,255570,120000,144,1300,373,,,206782,391221
K02000001,United Kingdom,overview,2020-09-20,1100,255949,120000,138,1221,289,,,234786,378477
K02000001,United Kingdom,overview,2020-09-19,1100,253521,120000,127,1162,261,,,250954,376670
K02000001,United Kingdom,overview,2020-09-18,1100,252911,120000,124,1106,263,,,266308,377049
K02000001,United Kingdom,overview,2020-09-17,1100,242911,120000,115,1066,265,,,240202,374621
K02000001,United Kingdom,overview,2020-09-16,11100,242817,120000,105,982,285,,,242273,374011
K02000001,United Kingdom,overview,2020-09-15,1100,231921,120000,92,843,271,,,236827,364011
K02000001,United Kingdom,overview,2020-09-14,1100,232015,120000,86,812,258,,,216526,373917
K02000001,United Kingdom,overview,2020-09-13,1200,234857,120000,143,770,226,,,225380,353021
K02000001,United Kingdom,overview,2020-09-12,2100,234817,120000,78,944,218,,,228748,353115
K02000001,United Kingdom,overview,2020-09-11,11100,243817,120000,80,924,232,,,241650,356057
K02000001,United Kingdom,overview,2020-09-10,1100,243817,120000,80,894,219,,,233125,356917
K02000001,United Kingdom,overview,2020-09-09,11100,238763,120000,77,902,203,,,220626,374917
K02000001,United Kingdom,overview,2020-09-08,11100,226773,120000,69,817,187,,,202809,364917
K02000001,United Kingdom,overview,2020-09-07,11100,221867,120000,67,812,147,,,201965,369863
K02000001,United Kingdom,overview,2020-09-06,11100,221149,120000,69,818,139,,,192892,357873
K02000001,United Kingdom,overview,2020-09-05,13600,221337,120000,76,817,131,,,189054,352967
K02000001,United Kingdom,overview,2020-09-04,13600,238837,120000,81,803,155,,,202893,352249
K02000001,United Kingdom,overview,2020-09-03,11100,238837,120000,82,861,146,,,198603,354937
K02000001,United Kingdom,overview,2020-09-02,11100,239222,120000,71,854,147,,,196734,372437
K02000001,United Kingdom,overview,2020-09-01,11100,217768,120000,68,831,135,,,171339,369937
K02000001,United Kingdom,overview,2020-08-31,11100,217902,120000,66,833,90,,,180368,370322
K02000001,United Kingdom,overview,2020-08-30,11100,221034,120000,60,818,77,,,181038,348868
K02000001,United Kingdom,overview,2020-08-29,13600,221059,120000,71,840,110,,,180033,349002
K02000001,United Kingdom,overview,2020-08-28,13600,221059,120000,64,829,137,,,188974,352134
K02000001,United Kingdom,overview,2020-08-27,11100,218059,120000,68,844,153,,,194522,354659
K02000001,United Kingdom,overview,2020-08-26,11100,217965,120000,68,876,133,,,206143,354659
K02000001,United Kingdom,overview,2020-08-25,11100,199793,120000,72,870,122,,,179602,349159
K02000001,United Kingdom,overview,2020-08-24,1100,199887,120000,71,943,93,,,147940,349065
K02000001,United Kingdom,overview,2020-08-23,1100,210065,120000,72,888,74,,,165455,330893
K02000001,United Kingdom,overview,2020-08-22,3600,210079,120000,76,909,73,,,177279,320987
K02000001,United Kingdom,overview,2020-08-21,3600,208079,120000,70,924,109,,,181878,331165
K02000001,United Kingdom,overview,2020-08-20,1100,203402,120000,73,953,98,,,174250,333679
K02000001,United Kingdom,overview,2020-08-19,1100,203308,120000,73,982,117,,,181358,331679
K02000001,United Kingdom,overview,2020-08-18,1100,204986,120000,78,979,131,,,157194,324502
K02000001,United Kingdom,overview,2020-08-17,1100,203227,120000,76,974,98,,,146264,324408
K02000001,United Kingdom,overview,2020-08-16,1100,204942,120000,73,995,80,,,168144,326086
K02000001,United Kingdom,overview,2020-08-15,3600,207046,120000,75,1008,99,,,180197,324327
K02000001,United Kingdom,overview,2020-08-14,3600,210046,120000,80,1004,103,,,170441,326042
K02000001,United Kingdom,overview,2020-08-13,1100,210046,120000,73,1039,130,,,163470,330646
K02000001,United Kingdom,overview,2020-08-12,7100,209952,120000,70,1087,101,,,176489,333646
K02000001,United Kingdom,overview,2020-08-11,10100,206989,120000,65,983,115,,,157558,331146
K02000001,United Kingdom,overview,2020-08-10,10100,205227,120000,62,1027,88,,,152498,337052
K02000001,United Kingdom,overview,2020-08-09,10100,207942,120000,67,1094,107,,,162990,337089
K02000001,United Kingdom,overview,2020-08-08,12600,210631,120000,69,1155,141,,,160651,335327
K02000001,United Kingdom,overview,2020-08-07,12600,208631,120000,73,1200,116,,,173213,338042
K02000001,United Kingdom,overview,2020-08-06,10100,208631,120000,76,1216,102,,,174833,343231
K02000001,United Kingdom,overview,2020-08-05,10100,208497,120000,77,1251,141,,,161111,341231
K02000001,United Kingdom,overview,2020-08-04,10100,208313,120000,85,1254,129,,,150265,338731
K02000001,United Kingdom,overview,2020-08-03,10100,206212,120000,92,1290,110,,,144999,338597
K02000001,United Kingdom,overview,2020-08-02,10100,215057,120000,86,1266,95,,,145568,338413
K02000001,United Kingdom,overview,2020-08-01,12600,211803,120000,84,1314,127,,,146011,336312
K02000001,United Kingdom,overview,2020-07-31,12600,211803,120000,87,1350,115,,,164748,345157
K02000001,United Kingdom,overview,2020-07-30,10100,211803,120000,93,1369,134,,,170027,344403
K02000001,United Kingdom,overview,2020-07-29,10100,209709,120000,97,1370,133,,,157439,344403
K02000001,United Kingdom,overview,2020-07-28,10100,208485,120000,92,1383,119,,,147818,341903
K02000001,United Kingdom,overview,2020-07-27,10100,206702,120000,93,1401,131,,,89565,339809
K02000001,United Kingdom,overview,2020-07-26,1100,209547,120000,104,1453,109,,,111801,338585
K02000001,United Kingdom,overview,2020-07-25,3600,206426,120000,111,1538,119,,,139062,336802
K02000001,United Kingdom,overview,2020-07-24,3600,206426,120000,110,1747,158,,,147292,330647
K02000001,United Kingdom,overview,2020-07-23,1100,206426,120000,137,1634,200,,,141117,330026
K02000001,United Kingdom,overview,2020-07-22,1100,206332,120000,129,1734,158,,,137234,330026
K02000001,United Kingdom,overview,2020-07-21,1100,197729,120000,131,1742,127,,,132626,327526
K02000001,United Kingdom,overview,2020-07-20,1100,196351,120000,137,1776,131,,,92518,327432
K02000001,United Kingdom,overview,2020-07-19,1100,198606,120000,143,1804,126,,,114222,318829
K02000001,United Kingdom,overview,2020-07-18,3600,203277,120000,142,1829,105,,,135779,317451
K02000001,United Kingdom,overview,2020-07-17,8600,221270,120000,153,1974,144,,,164440,319706
K02000001,United Kingdom,overview,2020-07-16,6100,219770,120000,145,1993,167,,,150975,326877
K02000001,United Kingdom,overview,2020-07-15,6100,213655,120000,162,2113,166,,,137828,349870
K02000001,United Kingdom,overview,2020-07-14,6100,211526,120000,159,2101,187,,,118186,345870
K02000001,United Kingdom,overview,2020-07-13,7520,209001,120000,168,2119,189,,,85880,339755
K02000001,United Kingdom,overview,2020-07-12,17520,211134,120000,191,2244,114,,,94700,337626
K02000001,United Kingdom,overview,2020-07-11,20020,215683,120000,188,2345,177,,,126549,336521
K02000001,United Kingdom,overview,2020-07-10,20020,210683,120000,185,2454,175,,,134030,348654
K02000001,United Kingdom,overview,2020-07-09,17520,213683,120000,197,2598,215,,,137861,355703
K02000001,United Kingdom,overview,2020-07-08,16520,212589,120000,209,2699,208,,,127389,350703
K02000001,United Kingdom,overview,2020-07-07,11520,199593,100000,217,2741,215,,,106977,351203
K02000001,United Kingdom,overview,2020-07-06,11520,198001,100000,221,2802,205,,,77469,349109
K02000001,United Kingdom,overview,2020-07-05,11520,200134,100000,231,2942,196,,,92774,311113
K02000001,United Kingdom,overview,2020-07-04,14020,202495,100000,239,3079,203,,,114274,309521
K02000001,United Kingdom,overview,2020-07-03,14020,201919,100000,259,3198,214,,,139218,311654
K02000001,United Kingdom,overview,2020-07-02,11520,201919,100000,279,3383,217,,,136186,316515
K02000001,United Kingdom,overview,2020-07-01,11520,205635,100000,262,3748,269,,,123348,315939
K02000001,United Kingdom,overview,2020-06-30,11420,202838,80000,270,3557,296,,,112164,313439
K02000001,United Kingdom,overview,2020-06-29,11420,199026,80000,270,3544,221,,,75662,317155
K02000001,United Kingdom,overview,2020-06-28,11420,201729,80000,268,3620,209,,,83157,294258
K02000001,United Kingdom,overview,2020-06-27,11420,201541,80000,276,3850,287,,,100631,290446
K02000001,United Kingdom,overview,2020-06-26,13920,200983,80000,316,4030,339,,,105971,293149
K02000001,United Kingdom,overview,2020-06-25,13920,200999,80000,311,4134,325,,,108124,292961
K02000001,United Kingdom,overview,2020-06-24,11420,203022,80000,340,4281,369,,,91135,294903
K02000001,United Kingdom,overview,2020-06-23,1420,201078,80000,310,4222,363,,,73646,294919
K02000001,United Kingdom,overview,2020-06-22,1420,201172,80000,346,4252,395,,,63026,294442
K02000001,United Kingdom,overview,2020-06-21,1420,199216,80000,330,4414,288,,,60484,282498
K02000001,United Kingdom,overview,2020-06-20,1420,198609,80000,352,4560,257,,,83467,282592
K02000001,United Kingdom,overview,2020-06-19,1420,198609,80000,357,4719,336,,,90547,280636
K02000001,United Kingdom,overview,2020-06-18,1420,198609,80000,378,4863,405,,,89613,280029
K02000001,United Kingdom,overview,2020-06-17,1420,202327,80000,385,4870,432,,,86438,280029
K02000001,United Kingdom,overview,2020-06-16,1420,200120,40000,393,4908,456,,,80862,280029
K02000001,United Kingdom,overview,2020-06-15,1420,200214,40000,390,4941,440,,,71402,283747
K02000001,United Kingdom,overview,2020-06-14,1420,188234,40000,393,5090,364,,,69529,241540
K02000001,United Kingdom,overview,2020-06-13,1420,188704,40000,390,5179,387,,,98974,241634
K02000001,United Kingdom,overview,2020-06-12,2000,187704,40000,439,5475,394,,,98899,229654
K02000001,United Kingdom,overview,2020-06-11,2000,187704,40000,491,5736,446,,,101778,230124
K02000001,United Kingdom,overview,2020-06-10,1000,184742,40000,509,5931,512,,,101033,229704
K02000001,United Kingdom,overview,2020-06-09,1000,186455,40000,515,5944,494,,,93959,229704
K02000001,United Kingdom,overview,2020-06-08,1000,186549,40000,540,6149,412,,,69999,225742
K02000001,United Kingdom,overview,2020-06-07,1000,188912,40000,554,6379,407,,,86926,227455
K02000001,United Kingdom,overview,2020-06-06,1000,179536,40000,571,6580,407,,,93154,227549
K02000001,United Kingdom,overview,2020-06-05,1000,179307,40000,602,6815,475,,,101961,229912
K02000001,United Kingdom,overview,2020-06-04,1000,179307,40000,636,7087,566,,,99484,220536
K02000001,United Kingdom,overview,2020-06-03,1000,179213,40000,652,7248,634,,,101885,220307
K02000001,United Kingdom,overview,2020-06-02,1000,166540,40000,679,7238,668,,,92299,220307
K02000001,United Kingdom,overview,2020-06-01,1000,164634,40000,704,7268,604,,,70648,220213
K02000001,United Kingdom,overview,2020-05-31,1000,165443,40000,719,7586,529,,,82243,207540
K02000001,United Kingdom,overview,2020-05-30,1000,163255,,751,7907,568,,,96995,205634
K02000001,United Kingdom,overview,2020-05-29,1000,161164,,783,8220,615,,,105459,206443
K02000001,United Kingdom,overview,2020-05-28,1050,160164,,847,8732,703,,,101753,164255
K02000001,United Kingdom,overview,2020-05-27,11050,143070,,863,8836,712,,,82670,162164
K02000001,United Kingdom,overview,2020-05-26,11050,128853,,886,8814,698,,,77745,161214
K02000001,United Kingdom,overview,2020-05-25,11050,123691,,928,8814,603,,,78385,154120
K02000001,United Kingdom,overview,2020-05-24,11050,125421,,964,9184,587,,,59464,139903
K02000001,United Kingdom,overview,2020-05-23,11050,127612,,1008,9293,643,,,91841,134741
K02000001,United Kingdom,overview,2020-05-22,11100,124855,,1034,9563,740,,,91196,136471
K02000001,United Kingdom,overview,2020-05-21,11100,118867,,1106,10013,841,,,105655,138662
K02000001,United Kingdom,overview,2020-05-20,11100,116867,,1141,10231,851,,,86634,135955
K02000001,United Kingdom,overview,2020-05-19,11000,118822,,1196,10199,881,,,86041,129967
K02000001,United Kingdom,overview,2020-05-18,1000,117822,,1234,10238,850,,,70074,127967
K02000001,United Kingdom,overview,2020-05-17,1000,128203,,1337,10691,793,,,81278,129822
K02000001,United Kingdom,overview,2020-05-16,1000,127498,,1314,10921,813,,,91360,118822
K02000001,United Kingdom,overview,2020-05-15,1000,125400,,1342,11342,871,,,91342,129203
K02000001,United Kingdom,overview,2020-05-14,1000,116982,,1414,11591,909,,,84693,128498
K02000001,United Kingdom,overview,2020-05-13,1000,109670,,1485,11967,966,,,83182,126400
K02000001,United Kingdom,overview,2020-05-12,1000,107356,,1538,11727,983,,,74593,117982
K02000001,United Kingdom,overview,2020-05-11,1000,95106,,1585,12015,1029,,,70332,110670
K02000001,United Kingdom,overview,2020-05-10,1000,89170,,1642,12053,916,,,76507,108356
K02000001,United Kingdom,overview,2020-05-09,1000,101321,,1685,12626,944,,,77152,96106
K02000001,United Kingdom,overview,2020-05-08,1000,99921,,1802,13148,910,,,76963,90170
K02000001,United Kingdom,overview,2020-05-07,1000,99454,,1874,13723,1166,,,77466,102321
K02000001,United Kingdom,overview,2020-05-06,1000,93248,,1936,14097,1206,,,74455,100921
K02000001,United Kingdom,overview,2020-05-05,1000,107108,,2009,14188,1146,,,66919,100454
K02000001,United Kingdom,overview,2020-05-04,1000,107024,,2068,14380,1249,,,72630,94248
K02000001,United Kingdom,overview,2020-05-03,1000,120979,,2178,14723,1188,,,68203,108108
K02000001,United Kingdom,overview,2020-05-02,700,121715,,2224,15164,1181,,,63559,108024
K02000001,United Kingdom,overview,2020-05-01,700,85865,,2286,15521,1263,,,74142,121979
K02000001,United Kingdom,overview,2020-04-30,700,76665,,2353,15877,1442,,,83143,122415
K02000001,United Kingdom,overview,2020-04-29,700,72700,,2460,16662,1488,,,65643,86565
K02000001,United Kingdom,overview,2020-04-28,500,51762,,2580,16555,1518,,,45263,77365
K02000001,United Kingdom,overview,2020-04-27,500,53392,,2702,16604,1538,,,31453,73400
K02000001,United Kingdom,overview,2020-04-26,500,49362,,2703,17063,1355,,,31610,52262
K02000001,United Kingdom,overview,2020-04-25,500,53367,,2867,17867,1253,,,29058,53892
K02000001,United Kingdom,overview,2020-04-24,500,50621,,2964,18533,1525,,,28225,49862
K02000001,United Kingdom,overview,2020-04-23,500,47773,,3036,19139,1514,,,28024,53867
K02000001,United Kingdom,overview,2020-04-22,500,40898,,3130,19331,1529,,,23073,51121
K02000001,United Kingdom,overview,2020-04-21,500,39898,,3176,19574,1712,,,22763,48273
K02000001,United Kingdom,overview,2020-04-20,500,35898,,3247,19456,1734,,,,41398
K02000001,United Kingdom,overview,2020-04-19,500,34308,,3162,19330,1657,,,,40398
K02000001,United Kingdom,overview,2020-04-18,500,38608,,3222,20389,1629,,,,36398
K02000001,United Kingdom,overview,2020-04-17,500,38266,,3228,20582,1967,,,,34808
K02000001,United Kingdom,overview,2020-04-16,500,35071,,3234,21281,2011,,,,39108
K02000001,United Kingdom,overview,2020-04-15,500,32671,,3277,21308,1880,,,,38766
K02000001,United Kingdom,overview,2020-04-14,500,27447,,3301,21687,2088,,,,35571
K02000001,United Kingdom,overview,2020-04-13,500,27447,,3274,21254,2163,,,,33171
K02000001,United Kingdom,overview,2020-04-12,500,26057,,3228,21280,2066,,,,27947
K02000001,United Kingdom,overview,2020-04-11,500,26557,,2963,21005,2163,,,,27947
K02000001,United Kingdom,overview,2020-04-10,,24469,,2967,20740,2463,,,,26557
K02000001,United Kingdom,overview,2020-04-09,,18149,,2864,20234,2629,,,,27057
K02000001,United Kingdom,overview,2020-04-08,,18049,,2644,19493,2967,,,,24469
K02000001,United Kingdom,overview,2020-04-07,,15699,,2469,18855,3150,,,,18149
K02000001,United Kingdom,overview,2020-04-06,,15699,,2309,17502,3046,,,,18049
K02000001,United Kingdom,overview,2020-04-05,,15499,,2120,15546,2916,,,,15699
K02000001,United Kingdom,overview,2020-04-04,,15499,,1813,13875,2922,,,,15699
K02000001,United Kingdom,overview,2020-04-03,,15499,,,13637,2930,,,,15499
K02000001,United Kingdom,overview,2020-04-02,,15499,,,12597,3286,,,,15499
K02000001,United Kingdom,overview,2020-04-01,,12799,,,11093,3567,,,,15499
K02000001,United Kingdom,overview,2020-03-31,,12799,,,9525,2832,,,,15499
K02000001,United Kingdom,overview,2020-03-30,,10949,,,8278,3192,,,,12799
K02000001,United Kingdom,overview,2020-03-29,,10949,,,7267,2489,,,,12799
K02000001,United Kingdom,overview,2020-03-28,,10949,,,,2192,,,,10949
K02000001,United Kingdom,overview,2020-03-27,,10949,,,,2229,,,,10949
K02000001,United Kingdom,overview,2020-03-26,,10949,,,,1930,,,,10949
K02000001,United Kingdom,overview,2020-03-25,,10949,,,,2085,,,,10949
K02000001,United Kingdom,overview,2020-03-24,,10949,,,,1718,,,,10949
K02000001,United Kingdom,overview,2020-03-23,,6127,,,,1274,,,,10949
K02000001,United Kingdom,overview,2020-03-22,,6127,,,,,,,,10949
